Date,AAPL,BA,T,MGM,AMZN,IBM,TSLA,GOOG,sp500
2014-02-12,77025200,5798800,16554700,7706900,6587700,3983000,5173700,3461800,3326380000
2014-02-13,76849500,4203400,28062200,7610600,4175000,4482000,8029300,3686400,3289510000
2014-02-14,68231100,4807700,18274800,9226900,3520200,4659900,6158000,4389700,3114750000
2014-02-18,65062900,4645300,22311900,11190700,4998000,4435200,9332800,4233500,3421110000
2014-02-19,78442000,5146600,19410900,23961900,4168100,4671500,16169000,4222900,3661570000
2014-02-20,76464500,4466400,20488900,15366200,3492800,4968200,18002300,3414300,3404980000
2014-02-21,69696200,5164000,19327200,9739600,4210000,5699300,7818800,3738500,3403880000
2014-02-24,72227400,4635700,33499300,10157700,3644700,4595300,8278400,3361100,4014530000
2014-02-25,57988000,7308800,41048100,9547100,3736400,3902300,32681700,2888100,3515560000
2014-02-26,69054300,4803600,36742200,11587700,3622100,3740700,24604600,3979100,3716730000
2014-02-27,75470500,4649700,54923000,10856800,3104900,3827800,17945800,2529400,3547460000
2014-02-28,92992200,4361400,43468000,9263700,3882000,4667900,14589800,4644500,3917450000
2014-03-03,59695300,4847100,30481700,9907800,2798300,3950100,13089300,4225300,3428220000
2014-03-04,64785000,5422800,28444100,12372200,2704400,4733000,8745600,2946300,3765770000
2014-03-05,50015700,4095200,24144600,9221900,3848300,3485200,5935700,2479700,3392990000
2014-03-06,46372200,3595900,19531800,6772700,2926600,3817300,7361100,2545600,3360450000
2014-03-07,55182400,4297800,27103000,11343300,2279800,4117800,7812300,3041500,3564740000
2014-03-10,44646000,7039200,24935700,9286600,2105800,4591200,7728100,2438200,3021350000
2014-03-11,69806100,4190000,20731600,11523500,2246100,4229500,8810100,3438800,3392400000
2014-03-12,49831600,5040100,25024400,10364400,2216600,4833000,9754400,3943200,3270860000
2014-03-13,64435700,6071200,21708400,10147200,6829000,4913200,6236300,4708600,3670990000
2014-03-14,59299800,5698400,22368600,7603300,4402200,5490300,8289700,4604900,3285460000
2014-03-17,49886200,4380500,23584900,6537000,2303000,4938100,5912600,4340300,2860490000
2014-03-18,52411800,4151600,25998200,6656300,2483500,3961300,6242300,3643500,2930190000
2014-03-19,56189000,6673000,31803400,5191200,2646700,4323900,5071300,3237800,3289210000
2014-03-20,52099600,4601700,62615900,8035600,2558500,5062600,3817900,3381900,3327540000
2014-03-21,93511600,7973600,51002700,6484900,5414100,12535200,8216900,6441000,5270710000
2014-03-24,88925200,4472500,53804800,9104600,4873500,5738500,11328800,6096800,3409000000
2014-03-25,70573300,3225100,33408500,7818200,4445700,10912700,7865400,4838400,3200560000
2014-03-26,74942000,3091200,38594500,9089700,4120700,6851700,6907300,5179200,3480850000
2014-03-27,55507900,3106000,33382700,14095900,5766400,6767700,9495700,13100,3733430000
2014-03-28,50141000,2863500,24745300,11508700,3986800,5194400,9684800,41200,2955520000
2014-03-31,42167300,2962000,30486500,10308700,4297500,8537300,8380000,10800,3274300000
2014-04-01,50190000,3952800,28773700,11370300,3600100,5394100,7371400,7900,3336190000
2014-04-02,45105200,2935200,28086800,6327100,4475500,4924100,10782300,147100,3131660000
2014-04-03,40586000,3303500,25397900,6967400,6399300,4091100,10923700,5099100,3055600000
2014-04-04,68812800,4156600,29350200,9761000,12534600,6089900,11345600,6369300,3583750000
2014-04-07,72462600,3753600,32673300,21733500,7077400,6740500,9855500,4401600,3801540000
2014-04-08,60972100,4122200,29291700,11748800,6577600,5125000,6889300,3151200,3721450000
2014-04-09,51542400,3689900,30493000,9163700,5056600,5480100,5157900,3330800,3308650000
2014-04-10,59913000,3956900,35424600,11704400,6126700,8417900,7211500,4036800,3758780000
2014-04-11,67929400,3854600,34551600,8287000,7287500,4835000,9067200,3924800,3743460000
2014-04-14,51418500,3086300,15456600,9854300,4293500,5431100,7703000,2575000,3111540000
2014-04-15,66622500,2746900,26484300,14545000,5398600,5351300,13659300,3855000,3736440000
2014-04-16,53691400,2826100,24216900,8474400,4284900,8527300,7202200,4893200,3155080000
2014-04-17,71083600,3449400,25311800,10634200,4299200,11249600,5926800,6809500,3341430000
2014-04-21,45637200,2368500,18756500,9371500,2999400,5419700,5258200,2566700,2642500000
2014-04-22,50640800,5015600,32001000,9741900,3711600,3878600,9804700,2365300,3215440000
2014-04-23,98735000,7121600,59638700,9563100,3604600,4736400,7295600,2052300,3085720000
2014-04-24,189977900,4177000,36619900,6808200,9293700,4407100,5495200,1883100,3191830000
2014-04-25,97568800,2978500,21984700,10361500,16180200,3871000,6996700,2100300,3213020000
2014-04-28,167371400,4354600,29626400,17156500,14479800,5638300,7042000,3335500,4034680000
2014-04-29,84344400,3344100,20731900,21585000,6509300,4626300,5779100,2699000,3647820000
2014-04-30,114160200,2773000,22553300,10684100,4088600,4206800,4440600,1751100,3779230000
2014-05-01,61012000,2804100,27837400,10531300,4328600,3674000,5439900,1905500,3416740000
2014-05-02,47878600,3762900,15943400,14229600,3995100,3049900,4086800,1688500,3159560000
2014-05-05,71766800,4026500,15938700,9716100,2519900,2222100,5147000,1024100,2733730000
2014-05-06,93641100,4032000,21487700,7443800,4682300,3188700,5636700,1689000,3327260000
2014-05-07,70716100,2900600,20267000,10457500,7015200,3821000,10179300,3224300,3632950000
2014-05-08,57574300,2988700,36474100,15512300,3848200,2431900,20056600,2021300,3393420000
2014-05-09,72899400,2543800,15015500,6408300,4063000,2261600,8495200,2439400,3025020000
2014-05-12,53302200,3288500,23982100,6570500,3729600,3777400,7002300,1912500,3005740000
2014-05-13,39934300,3132200,34252300,4879100,3509900,2226600,7097200,1653400,2915680000
2014-05-14,41601000,2883900,24179500,6301100,3323300,5251500,5406700,1191700,2822060000
2014-05-15,57711500,3596800,20337500,7724800,4295100,4202200,6040400,1704300,3552640000
2014-05-16,69064100,2963300,24018800,7359600,3636800,3949500,4487700,1485200,3173650000
2014-05-19,79438800,2103100,77607200,4057200,2284200,3270700,4571700,1277700,2664250000
2014-05-20,58709000,2995800,39979000,6382600,4095700,3026500,5546100,1784700,3007700000
2014-05-21,49214900,2476100,32682800,6825500,3408800,2988000,5285400,1196200,2777140000
2014-05-22,50190000,2370700,18026200,8629500,2576800,2218000,6214500,1615800,2759800000
2014-05-23,58052400,1956200,17373800,5270100,3052900,2562900,4006800,1932100,2396280000
2014-05-27,87216500,3085500,22452700,9047700,4862100,4793800,5341100,2104100,2911020000
2014-05-28,78870400,2609400,20503700,6119200,2726000,3721600,5495100,1652000,2976450000
2014-05-29,94118500,2234100,14166400,5153400,2365500,2759900,3692500,1354100,2709050000
2014-05-30,141005200,2760300,16164700,6476900,4260200,4620500,5581100,1771100,3263490000
2014-06-02,92337700,2629900,16222600,6516400,2203400,3200500,4668100,1435000,2509020000
2014-06-03,73177300,2468800,22262300,10461700,2379200,2517100,3860800,1866600,2867180000
2014-06-04,83870500,2601900,26906000,6855100,2107100,2376800,3427400,1816400,2793920000
2014-06-05,75951400,3489900,22265300,7650100,7796700,2852200,4054600,1689100,3113270000
2014-06-06,87484600,2710900,17130700,6772400,5244000,3296700,3073800,1736700,2864300000
2014-06-09,75415000,2585000,17660300,10083600,3212200,2728400,2805700,1467500,2812180000
2014-06-10,62777000,2370200,17694200,6777700,3663400,4154900,3514700,1351700,2702360000
2014-06-11,45681000,5558000,16329600,7324500,4436800,4061700,3977500,1100100,2710620000
2014-06-12,54749000,3826100,19062400,4581200,4276300,4425300,5993700,1458400,3040480000
2014-06-13,54525000,2376600,19976700,4314800,2764800,2773600,3544300,1220500,2598230000
2014-06-16,35561000,2163800,14109700,5630100,2449800,3556200,13246400,1702500,2926130000
2014-06-17,29726000,2223200,17310300,3407900,2924100,2460900,13304900,1444500,2971260000
2014-06-18,33514000,2859000,20301100,6025900,6401500,3931800,6940200,1741700,3065220000
2014-06-19,35528000,2794900,19514000,4631200,5320600,3551100,8793100,2456800,2952150000
2014-06-20,100898000,8083500,28984000,6588900,6054000,10686800,4903900,4508300,4336240000
2014-06-23,43694000,4433000,14507600,7749900,2604800,3231700,7791100,1536800,2717630000
2014-06-24,39036000,4319800,21166100,9642900,2626600,3875400,8075900,2207100,3089700000
2014-06-25,36869000,7929700,15275400,5631500,2327800,2762800,5801600,1969300,3106710000
2014-06-26,32629000,3929100,15789800,11315100,2699500,3258500,5121400,1741900,2778840000
2014-06-27,64029000,3687900,20942300,8343400,2416200,4575500,5635000,2236900,4290590000
2014-06-30,49482300,5712900,19118700,4316500,2671300,4223800,4828600,1313700,3037350000
2014-07-01,38223000,3772500,21774600,5383800,3173600,6643100,4336100,1447900,3188240000
2014-07-02,28465000,2859000,14225800,6373000,2681300,5093000,8027400,1056300,2851480000
2014-07-03,22891800,1997500,11681200,5107400,1944300,2422400,5166700,714100,1998090000
2014-07-07,56468000,3157000,19577000,6747000,2128900,2958700,5893700,1064600,2681260000
2014-07-08,65222000,5724300,20139500,9591700,4271600,3135100,7836200,1909500,3302430000
2014-07-09,36436000,8023900,15910100,4787400,3166100,3309600,4115400,1116700,2858800000
2014-07-10,39686000,3936900,14594000,4185500,2665000,3177800,4863900,1356700,3165690000
2014-07-11,34018000,3193100,11559400,3549700,8300800,2402500,3302300,1621700,2684630000
2014-07-14,42810000,5267500,12564400,4091000,5609900,4501100,7203200,1854000,2744920000
2014-07-15,45477900,4916100,34987200,4661200,4170900,4864700,5718500,1623000,3328740000
2014-07-16,53396300,5260800,20223000,4313300,3503600,7812600,4044500,1397100,3390950000
2014-07-17,57298000,5292900,19143000,7341400,3636000,8872300,4649400,3016500,3381680000
2014-07-18,49988000,3103300,16132500,5752900,3407400,8166400,4253700,4014100,3106060000
2014-07-21,39079000,2738700,20917400,3572400,2278400,4154400,3822200,2062100,2611160000
2014-07-22,55197000,5102200,18185700,8756000,2888900,4853000,2730000,1699100,2890480000
2014-07-23,92918000,12326300,15179800,3962500,2687300,3584200,3083300,1233100,2869720000
2014-07-24,45729000,10307200,45151800,6810200,7088700,3612700,3245500,1035100,3203530000
2014-07-25,43469000,6121400,18663300,7758900,17846500,3376400,3087100,932400,2638960000
2014-07-28,55318000,4982400,20593000,10084000,5932000,3242400,6514300,986800,2803320000
2014-07-29,43143000,4101900,92453000,12781200,2883800,3264100,3382400,1349800,3183300000
2014-07-30,33010000,4042900,20446300,10075500,3969000,3943800,4927800,1016400,3448250000
2014-07-31,56843000,5588800,34603600,8301500,5192000,4207500,7749100,2102700,4193000000
2014-08-01,48511000,5852700,23962400,8685100,7441500,5181100,11895800,1955200,3789660000
2014-08-04,39958000,4671100,21300200,7039000,4200900,2125900,5959700,1427300,3072920000
2014-08-05,55933000,6097900,19505100,19795500,2852100,3307900,5388600,1551200,3462520000
2014-08-06,38558000,6239700,35941100,13373500,2296900,3847000,9249300,1334300,3539150000
2014-08-07,46711000,4641800,20749200,13935900,2935600,2708600,7478900,1110900,3230520000
2014-08-08,41865000,4348900,18771100,6499800,2705900,2781500,5090100,1494700,2902280000
2014-08-11,36585000,2807900,14724900,5539200,2468600,2527200,8101300,1214700,2784890000
2014-08-12,33795000,2303500,15322900,4912200,1915800,1858600,6382300,1542000,2611700000
2014-08-13,31916000,2641100,15950600,4707400,4939100,1795000,6932600,1439200,2718020000
2014-08-14,28116000,4825100,14588800,5269200,3420400,1929500,4126600,985400,2609460000
2014-08-15,48951000,4570000,26952100,6158200,3896700,2814800,3867900,1519100,3023380000
2014-08-18,47572000,4196900,18496100,4654700,2485400,2420300,5849200,1284100,2638160000
2014-08-19,69399000,2988300,20478400,5489300,1713800,2040100,5334800,978600,2656430000
2014-08-20,52699000,4331300,12549500,4837000,1810500,2177600,3027900,1036700,2579560000
2014-08-21,33478000,2522300,15931900,5444800,1971100,2496500,2915600,914800,2638920000
2014-08-22,44184000,2394700,14285400,4902500,2211200,1940300,2833400,789000,2301860000
2014-08-25,40270000,2307100,17321500,5087000,1957700,1723600,4318100,1361400,2233880000
2014-08-26,33152000,2329000,14805600,5685300,3654700,3175400,3818000,1639600,2451950000
2014-08-27,52369000,3075200,14853400,5218200,2961600,2190200,2985100,1703300,2344350000
2014-08-28,68460000,3070300,10539700,6880300,2252700,1503600,2844900,1292900,2282400000
2014-08-29,44595000,3032700,12709000,6242900,1939500,2909400,6447100,1083700,2259130000
2014-09-02,53564000,4576000,12691200,17972100,2326000,2679700,9852400,1578400,2819980000
2014-09-03,125421000,3966500,13026600,8427100,1993700,1822800,6772300,1215100,2809980000
2014-09-04,85718000,2975300,12483900,7485200,3965600,2865000,8341700,1458100,3072410000
2014-09-05,58457000,4913800,17799000,5809900,2107000,2260200,11169900,1632300,2818300000
2014-09-08,46356700,6103500,10786300,5235800,2955300,2524200,5501600,1431000,2789090000
2014-09-09,189846300,4866400,18782300,7545900,4646800,2403600,4558800,1287200,2882830000
2014-09-10,100869600,3068200,17719800,4706000,3797400,2764000,3781300,977300,2912430000
2014-09-11,62353100,1988200,16024800,6556200,2720200,2298500,3766100,1221000,2941690000
2014-09-12,62626100,3107300,20210100,8325100,3429300,2901000,3324600,1601600,3206570000
2014-09-15,61316500,3261700,14689900,11362600,4000400,2456400,16455400,1597500,2776530000
2014-09-16,66908100,3377500,15655300,17839700,3259900,2561500,8300100,1480300,3160310000
2014-09-17,60926500,3135300,17137200,12125000,4136000,3210800,5177700,1692800,3209420000
2014-09-18,37299400,2721800,17230500,13885900,2576900,2963300,3692600,1444500,3235340000
2014-09-19,70902400,5635700,21894300,8491500,6886200,8852000,6810900,3736600,4880220000
2014-09-22,52788400,2890300,16421200,9818100,3109700,3318000,8214100,1689500,3349670000
2014-09-23,63402200,2963100,16803200,8108900,2352600,3301800,5658700,1471400,3279350000
2014-09-24,60171800,2891400,13312300,7099600,2642200,3082600,3749500,1728100,3313850000
2014-09-25,100092000,2913100,21239000,8057800,2928800,4151400,4834200,1925900,3273050000
2014-09-26,62370500,2524100,14351300,7078000,3638000,2493900,3795400,1443600,2929440000
2014-09-29,49766300,3484900,14973000,9226700,1924600,2336300,4852700,1282400,3094440000
2014-09-30,55264100,4000200,20015500,19372800,2636200,2932600,4238300,1621700,3951100000
2014-10-01,51491300,5265200,28857900,9767700,3089100,3723200,5941700,1445400,4188590000
2014-10-02,47757800,3204500,24826300,10234200,3553900,2283100,8998200,1178400,4012510000
2014-10-03,43469600,3075900,20777600,6930500,3037400,3071500,5406300,1141700,3560970000
2014-10-06,37051200,2681000,22122900,10747400,2290300,2099500,7713300,1214600,3358220000
2014-10-07,42094200,3554900,21393600,10415300,2365400,2991300,4485500,1911300,3687870000
2014-10-08,57404700,3610300,25150700,9349600,3452800,2984800,5055100,1990800,4441890000
2014-10-09,77376500,4874700,21607500,10584700,3587900,2625400,7361300,2524800,4344020000
2014-10-10,66331600,4214200,28941200,18589500,3681900,5090200,12888300,3081900,4550540000
2014-10-13,53583400,3878600,23641800,11103400,4363900,3596700,11268700,2581600,4352580000
2014-10-14,63688600,3768200,22636600,14582500,3385800,3924700,7105300,2222500,4812010000
2014-10-15,100933600,7819000,48558700,18495900,5343900,6895800,9147300,3719300,6090800000
2014-10-16,72154500,4492500,29219100,18748400,4731300,5578600,5399300,3708500,5073150000
2014-10-17,68179700,4872400,24470600,15206700,4405100,4350200,10549400,5539300,4482120000
2014-10-20,77517300,3676300,15258700,7539200,3234500,23416500,3494400,2607500,3331210000
2014-10-21,94623900,5204500,21768900,9977100,3559300,20949800,4130300,2336200,3987090000
2014-10-22,68263100,13844400,24963100,6550100,3125900,11084800,4116600,2919200,3761930000
2014-10-23,71074700,7799700,55879200,6040600,9038200,7599400,3492400,2348800,3789250000
2014-10-24,47053900,4013300,29835100,5706100,19801100,6652100,3463300,1973100,3078380000
2014-10-27,34187700,2940300,25358800,5727300,5950600,4989100,9553300,1185300,3538860000
2014-10-28,48060900,4159000,26041400,7899800,5572600,7895300,10516300,1270900,3653260000
2014-10-29,52687900,3241700,22629600,10005100,4881900,4739300,4962500,1770500,3740350000
2014-10-30,40654800,2569900,18482200,21674100,4055200,3896000,3228400,1455600,3586150000
2014-10-31,44639300,4665300,24030300,10860200,4550700,5818000,3775300,2035000,4292290000
2014-11-03,52282600,3902700,22213400,9504700,3242500,4688200,4203800,1382200,3555440000
2014-11-04,41574400,3684600,17839600,15768500,3427400,4246900,3682600,1244200,3956260000
2014-11-05,37435900,3334000,15587500,15799300,4674500,4104700,9045900,2032200,3766590000
2014-11-06,34968500,2341900,17443700,7012700,3758100,4067600,15354700,1333200,3669770000
2014-11-07,33691500,2366700,17983700,5783400,2647400,3494800,5161000,1633700,3704280000
2014-11-10,27195500,2622700,17921700,6684800,2809100,4958200,4577200,1134600,3284940000
2014-11-11,27442300,3053500,12293600,6128300,3803600,3534400,7948800,965500,2958320000
2014-11-12,46942400,3075000,18750000,2999900,2183000,3378200,5870800,1129600,3246650000
2014-11-13,59522900,5813900,20900800,6423400,3686400,3239700,6236000,1339300,3455270000
2014-11-14,44063600,6235600,20554300,5300100,8877800,4978400,6101100,1289500,3227130000
2014-11-17,46746700,3752900,12958800,5682100,4784900,4798900,4025700,1726000,3152890000
2014-11-18,44224000,5701200,17122500,6946400,3549500,5410100,4473000,1962600,3416190000
2014-11-19,41869200,5037600,19342900,6063800,3281600,3802600,7918500,1392200,3390850000
2014-11-20,43395500,4052800,12256100,4205600,3436700,4183100,3587200,1563300,3128290000
2014-11-21,57179300,4227100,28262600,9373600,4466600,4076900,7485100,2224200,3916420000
2014-11-24,47450800,4161500,36683600,5370300,2754200,6619000,4789700,1706300,3128060000
2014-11-25,68840400,4301600,29342100,8805500,2565000,4062400,3159800,1789900,3392940000
2014-11-26,40768300,2660100,14142900,4787800,1983600,3966000,1981200,1522900,2745260000
2014-11-28,24814400,2090000,12650500,2866100,3051800,2405500,2119700,1148300,2504640000
2014-12-01,83814000,3473700,19951000,9717900,4944900,4168400,8619400,2115300,4159010000
2014-12-02,59348900,2904900,36930500,5320400,2790300,3465700,5887000,1526600,3686650000
2014-12-03,43063400,4627500,30742700,7865700,5681000,6429100,5307700,1277900,3612680000
2014-12-04,42044500,2785500,22992100,6160900,3290300,3859400,3855600,1392100,3408340000
2014-12-05,38318900,2580200,18893400,3815200,3265200,3013500,6063600,2565600,3419620000
2014-12-08,57664900,2862400,17080000,7524200,3639200,2851000,9225600,2329300,3800990000
2014-12-09,60208000,3084600,59255500,9533500,4049500,3861200,9431500,1871300,3970150000
2014-12-10,44565300,6651700,34766700,15188400,3245900,4072800,7314100,1712200,4114440000
2014-12-11,41401700,6702100,28024700,10906600,3262900,3989600,6694400,1610800,3917950000
2014-12-12,56028100,6661100,30070400,11216600,3153500,8611700,7173800,1994500,4157650000
2014-12-15,67218100,6238800,29995700,14892300,3841600,6500300,5218300,2813400,4361990000
2014-12-16,60790700,7919900,28952100,27721300,6501300,6782600,8426100,3964200,4958680000
2014-12-17,53411800,6726500,28939700,53696400,4433500,5131000,7367800,2883100,4942370000
2014-12-18,59006200,6485900,37622700,26862500,7738100,7302400,7483300,2926700,4703380000
2014-12-19,88429800,7680800,40198300,22097200,8709100,8864900,6910500,3690200,6465530000
2014-12-22,45167500,3189300,22690700,11908200,4003800,4682500,4799400,2723700,3369520000
2014-12-23,26028400,4028900,19399200,14354500,2713700,4043300,4505700,2197600,3043950000
2014-12-24,14479600,2116900,8831900,3066000,1513800,1868100,1332200,705900,1416980000
2014-12-26,33721000,2242900,11486800,3942500,2893800,1912200,3327000,1040500,1735230000
2014-12-29,27598900,2718400,12708100,11725700,3009000,3331800,2802500,2278500,2452360000
2014-12-30,29881500,2447700,12369700,7148700,2093000,2829900,2903200,876200,2440280000
2014-12-31,41403400,2712400,24178100,7710700,2048000,4011900,2297500,1368200,2606070000
2015-01-02,53204600,4294200,20564000,11628200,2783200,5525500,4764400,1447500,2708700000
2015-01-05,64285500,5024800,30429100,9182100,2774200,4880400,5368500,2059800,3799120000
2015-01-06,65797100,4992800,29595800,16832900,3519000,6146700,6261900,2899900,4460110000
2015-01-07,40105900,3573200,31660000,12387000,2640300,4701800,2968400,2065000,3805480000
2015-01-08,59364500,4503400,22799800,12807100,3088400,4236800,3442500,3353500,3934010000
2015-01-09,53699500,3056400,21492500,6659100,2592400,4488300,4668300,2071300,3364140000
2015-01-12,49650800,3552700,20169900,7688100,3421400,4187600,5950300,2326700,3456460000
2015-01-13,67091900,3441700,24260300,9430400,4136400,4377500,4477300,2370400,4107300000
2015-01-14,48956600,3559500,22093500,12091900,5538700,4690300,11551900,2235700,4378680000
2015-01-15,60014000,3902000,25800900,11118200,4419200,4248400,5216500,2715800,4276720000
2015-01-16,78513300,4425600,37526900,9349200,3478200,5756000,3603200,2298200,4056410000
2015-01-20,49899900,3143700,20257900,19360400,3075100,8392800,4503200,2232000,3944340000
2015-01-21,48575900,2898000,34849300,12324200,10065100,11897100,4153000,2268700,3730070000
2015-01-22,53796400,4971300,34756100,11304000,5362600,6120100,4116900,2676900,4176050000
2015-01-23,46464800,3828300,25450000,8307000,4496400,4834800,3438600,2281700,3573560000
2015-01-26,55615000,3900500,28533500,10333500,3169700,7888100,3234500,1543700,3465760000
2015-01-27,95568700,5243900,30806100,9021700,2920300,5659600,2781000,1904000,3329810000
2015-01-28,146477100,14355100,45847700,8967600,3063800,4495900,3149600,1683800,4067530000
2015-01-29,84436400,15161700,31071400,7812100,8656600,8320800,3548100,4186300,4127140000
2015-01-30,83745500,11271100,56280900,10468400,23856100,6563600,3007000,5606300,4568650000
2015-02-02,62739100,6790900,37289500,7570300,10231900,4712200,4149200,2849800,4008330000
2015-02-03,51915700,5978200,41631400,8277200,6212600,5539400,4826200,2038600,4615900000
2015-02-04,70149700,4766200,29862300,9207900,4169900,3678500,3305400,1663600,4141920000
2015-02-05,42246200,4252600,19076400,8459900,7247600,5253600,3522900,1849700,3821990000
2015-02-06,43706600,4398800,27709200,9366400,3892400,3256500,3243900,1763500,4232970000
2015-02-09,38889800,4202900,20110600,15917800,2724600,3057700,3472400,1267700,3549540000
2015-02-10,62008500,4034900,19874100,15495000,2287200,4440600,5390500,1749800,3669850000
2015-02-11,73561800,3272700,31904300,8209000,2786500,3626700,9769100,1377700,3596860000
2015-02-12,74474500,2998900,19865600,12466400,2791100,3333100,15649600,1620200,3788350000
2015-02-13,54272200,3418600,16082400,16148900,3475100,3706900,6191000,1900300,3527450000
2015-02-17,63152400,3622400,19254600,24695400,3673200,2894500,3979600,1616800,3361750000
2015-02-18,44891700,3722100,17098600,16860100,2650600,4358400,2713600,1453000,3370020000
2015-02-19,37362400,4384000,18916000,9986000,2953800,3504400,5154100,989100,3247100000
2015-02-20,48948400,9366000,21282000,10774800,3258000,3353000,5982100,1444300,3281600000
2015-02-23,70974100,8653700,23418800,11296800,2177000,2714400,8499800,1457800,3093680000
2015-02-24,69228100,4391700,19382000,17067700,1920800,4701600,6603600,1005000,3199840000
2015-02-25,74711700,4800500,17838200,15268200,3174500,4004600,3909500,1825900,3312340000
2015-02-26,91287500,5149300,23156200,9063700,2687100,7110800,6472900,2311500,3408690000
2015-02-27,62014800,4330700,19863600,9736800,2532300,4410000,3882100,2410100,3547380000
2015-03-02,48096700,4622800,21637600,6554200,2139200,5917900,7922100,2129600,3409490000
2015-03-03,37816300,8656600,20202400,8903700,1946500,3234400,4432300,1704700,3262300000
2015-03-04,31666300,4476200,23392300,8850100,2259100,3633600,4222000,1876800,3421110000
2015-03-05,56517100,3327200,14524100,6653900,2693500,3791700,4877000,1389600,3103030000
2015-03-06,72842100,3556200,39761500,15954200,2627000,4540200,6712400,1659100,3853570000
2015-03-09,88528500,3433000,19465200,19743900,2311400,5193900,6736700,1062100,3349090000
2015-03-10,68856600,3839600,32469500,19736600,3121000,4601000,5579700,1792300,3668900000
2015-03-11,68939000,3395400,29021600,21424800,2495100,5709900,4974900,1820700,3406570000
2015-03-12,48362700,2965100,27016800,9022500,2810000,4567300,4149300,1389600,3405860000
2015-03-13,51827300,3569600,26808000,10420600,2611700,6064100,5434300,1703500,3498560000
2015-03-16,35874300,2742900,20531500,13297400,2354100,3749600,5628800,1640900,3295600000
2015-03-17,51023100,2927200,23903200,62518300,2037000,3311700,4894100,1805500,3221840000
2015-03-18,65270900,4053600,47849300,33807500,2654100,5738800,4820900,2134500,4128210000
2015-03-19,45809500,2539000,19913700,19778700,1915700,3878600,8475200,1197200,3305220000
2015-03-20,68695100,4464300,38651800,20175600,3763600,9006400,4269500,2616800,5554120000
2015-03-23,37709700,3029700,23983800,8547100,2239300,5930100,2631600,1643800,3267960000
2015-03-24,32842300,3319300,20127200,9330800,2228200,4346100,3649900,2583200,3189820000
2015-03-25,51655200,3747900,29163100,13001300,3429500,5428900,5730400,2152200,3521140000
2015-03-26,47572900,3627400,30624200,13794100,2930000,4396000,4128000,1572600,3510670000
2015-03-27,39546200,2600300,20852700,10233800,2609800,3477900,8604900,1897400,3008550000
2015-03-30,47099700,3738700,18904300,12574200,1820900,4138000,10089500,1287500,2917690000
2015-03-31,42090600,2975600,27900200,12314300,2506100,4255400,5026600,1588000,3376550000
2015-04-01,40621400,4167600,25365000,9453200,2458100,3700800,3794600,1963000,3543270000
2015-04-02,32220100,2934200,19273900,9576300,1875300,4671600,5010400,1716300,3095960000
2015-04-06,37194000,3371500,22972500,8004100,3050700,3465700,12455800,1324400,3302970000
2015-04-07,35012300,4299500,24005000,10043800,1954900,3148000,4347900,1302800,3065510000
2015-04-08,37329200,2763400,21381200,15081800,2636400,2524300,6303100,1178500,3265330000
2015-04-09,32484000,3966800,21073700,17511500,2392300,2263500,3800200,1557800,3172360000
2015-04-10,40188000,3183000,15063600,8158600,2573500,2515700,4067700,1409400,3156200000
2015-04-13,36365100,3034000,22731000,8031400,1894500,3868900,3758200,1645300,2908420000
2015-04-14,25524600,2845800,18265100,10020600,2583600,2719300,3026000,2604100,3301270000
2015-04-15,28970400,3687400,19856000,6013700,1933200,3498800,1952400,2318800,4013760000
2015-04-16,28369000,2559900,17597300,8406900,2080400,3136900,1659100,1299800,3434120000
2015-04-17,51957000,4671600,29716200,6681300,3839700,4314400,2469900,2151800,3627600000
2015-04-20,47054300,3169100,24314600,9968900,5016100,9609200,2559300,1679200,3000160000
2015-04-21,32435100,3772900,19720400,5696900,4643500,9683600,3432500,1844700,3243410000
2015-04-22,37654500,8468900,29775500,7272000,3474700,4024800,7863000,1593500,3348480000
2015-04-23,45770900,4080800,91372900,9364800,7980000,8235600,4411200,4184800,3636670000
2015-04-24,44525900,4889200,42046900,6929500,17176900,3888400,2427800,4932500,3375780000
2015-04-27,96954200,4603500,24468900,5461300,5430900,3168600,11672600,2398000,3438750000
2015-04-28,118924000,4352900,48688400,11003600,4140500,5816700,6085400,1491000,3546270000
2015-04-29,63386100,4761700,40722500,19828800,3621700,4518400,3936100,1698800,4074970000
2015-04-30,83195400,4925300,29693200,10572800,3647900,5062900,3911900,2082200,4509680000
2015-05-01,58512600,3556800,34167600,9936400,3565800,3312100,5281700,1768200,3379390000
2015-05-04,50988300,8977500,21305000,23156800,2270400,4028000,4434600,1308000,3091580000
2015-05-05,49271400,3670400,31805000,20688200,2856400,3593600,5796900,1383100,3793950000
2015-05-06,72141000,5313500,30701500,26287700,2552500,3612600,5270900,1567000,3792210000
2015-05-07,43940900,4868700,22643500,13083300,2766100,2472000,9455900,1546300,3676640000
2015-05-08,55550400,7068000,27681400,10564000,2908800,3092600,4668200,1527600,3399440000
2015-05-11,42035800,3969000,21479700,9701800,2393700,2661000,5672300,905300,2992670000
2015-05-12,48160000,3543900,41281600,16855600,1947800,2962400,6363400,1634200,3139520000
2015-05-13,34694200,2679400,34748800,11291100,1996300,2457500,5440200,1252300,3374260000
2015-05-14,45203500,3495800,23908700,7295900,1888500,2439100,2895900,1403900,3225740000
2015-05-15,38208000,3368900,28264100,5845200,4240300,2916600,4527600,1971300,3092080000
