Interest Rates,Employment,S&P 500 Price
2.374626201,45.48360217,2302.598911
2.089540355,51.60633921,2281.958219
2.301876049,64.52506273,2485.615142
2.356678506,63.27706765,2530.399462
2.078495267,62.75963702,2306.019536
1.892698737,56.92717371,2100.766236
2.205268013,52.03727511,2191.896982
2.418606872,56.70288809,2604.705284
2.164225094,66.27833496,2423.993057
2.536003644,64.26391035,2597.562055
1.7779566,54.58875072,1962.586672
2.162027559,57.7894993,2307.667557
2.119621203,62.45848383,2434.409305
1.881384822,61.81759291,2224.401004
2.370353906,57.53260047,2513.183597
2.357626509,61.47584133,2468.054986
1.894671871,57.37550814,2182.777261
2.075785086,63.2874683,2450.044635
1.982555299,65.94383169,2274.15879
2.709737542,49.04149252,2572.590836
2.005442976,55.88799854,2261.733772
2.014892912,51.43680651,2064.545306
2.021543857,48.47117419,2010.879432
2.181848685,60.60652939,2369.656778
2.154616295,53.0545232,2168.850828
2.208117233,58.50888006,2346.548207
2.271645145,59.18395553,2424.130614
2.266485076,58.41530354,2387.399751
2.391952008,61.66108027,2484.494446
2.295216998,59.95556307,2467.217237
2.461078798,56.87644978,2579.375796
2.047518466,57.9887085,2248.519297
1.960791616,59.86879961,2133.682183
2.163268803,63.55654013,2374.821325
1.947265636,61.32107979,2290.214944
2.521416831,62.20850921,2527.676619
2.316697913,60.86836085,2504.778396
1.970781395,57.54747871,2154.962659
2.439162795,65.86345362,2669.628301
2.361418467,62.07662097,2499.029019
2.448467486,52.90962911,2411.951996
2.611021714,60.46538004,2616.119908
2.092407493,58.75040637,2294.940155
1.846719068,60.17000999,2121.392623
2.102044897,48.93759096,2256.434644
2.247419672,55.1650644,2493.830094
1.74715718,57.16172353,2056.535955
2.558430806,62.7779247,2672.162986
2.187097489,57.03461645,2296.744987
2.507872667,59.59353227,2498.865065
2.359155681,50.70165135,2369.420389
2.317105011,53.11770555,2418.146203
2.167352068,62.45524621,2367.291188
2.204373332,54.91375395,2269.881977
2.372187745,53.5300371,2470.238056
2.089345855,58.37583453,2290.461187
2.316112178,63.97205582,2407.189813
2.277840398,53.9150776,2249.0204
2.251072985,54.4467519,2432.038805
2.329281719,55.91881252,2377.0565
1.68841987,49.02201588,1822.236989
2.181372931,57.12806896,2313.694484
1.948972723,49.61034898,2025.386061
2.279893541,54.63261815,2401.948822
2.617485407,46.04806614,2502.225437
1.887248096,46.27072613,2079.162986
2.355783694,58.12473033,2529.026103
2.072222306,60.80462178,2331.113443
2.379713092,56.88382307,2505.64593
2.609243349,51.81690548,2600.157557
2.145747006,61.38216019,2327.283786
2.438918882,47.80038945,2414.703713
2.036100705,57.5637274,2318.948444
2.099545862,57.81187023,2228.678985
2.279570935,53.51825842,2309.746169
2.161266079,53.64809057,2303.582132
2.209562475,55.7549549,2349.7774
2.231258379,50.72486026,2289.90274
2.330539925,60.82543351,2486.420472
2.212691685,50.6918674,2304.679267
2.41221411,63.02065345,2488.595541
1.619745685,58.49831987,2068.135127
2.811910442,57.70458825,2732.488463
1.950560011,54.18005491,2077.045715
2.522460058,57.63042166,2556.667869
2.547572047,56.136424,2652.889413
2.383899686,58.57576257,2493.42791
2.210034004,61.44973855,2409.475837
1.94594789,54.39702422,2033.164516
1.814590548,55.90518049,2047.108048
2.697697401,50.95954774,2577.297431
2.337777541,58.53179026,2397.221502
2.237340669,55.3423336,2303.31319
2.170327236,58.82457335,2353.079493
2.240776767,53.89103017,2332.274616
2.20368573,56.9715917,2374.19628
2.456990119,50.60119942,2489.362349
1.808657679,52.25026835,2039.919628
1.688500343,64.02392026,2041.952396
2.363324636,56.17510475,2395.212443
2.441280107,59.39704446,2560.500543
2.061805489,46.42443143,2170.667606
2.08890604,61.04816491,2398.341821
2.538773149,50.77546317,2497.279171
2.192704809,52.88940253,2313.120071
2.063067685,65.68248824,2344.342272
1.843025458,57.05846626,2006.057109
2.234792128,61.26524675,2372.415808
1.80802708,58.96299691,2065.398176
2.065682233,54.14214737,2240.801435
2.100985492,63.599018,2317.890582
2.099483389,55.216406,2219.485183
2.040288494,54.57539682,2115.299708
2.373199766,46.13051773,2360.683317
2.01894971,56.58188804,2161.369527
2.408168152,54.84893027,2427.819739
2.284000191,56.63515208,2459.81542
2.207086423,58.25732398,2333.199
2.248355193,56.5831953,2414.914951
1.899767635,51.66533062,2078.402807
2.596025229,45.2297572,2501.037865
2.388921827,51.54657931,2448.857146
2.153722831,50.38376778,2216.204284
2.436165002,58.13743269,2407.286008
2.260276597,59.76097238,2365.05488
2.226735047,53.92317349,2243.020143
2.223555886,61.20900519,2413.405436
2.277362034,48.05239186,2327.118323
2.515491714,56.37156228,2459.594821
2.231591254,52.22823712,2251.008179
2.363503947,53.75737859,2372.607567
2.238497577,50.13480893,2202.78846
2.136525879,59.92960062,2281.937307
2.004483901,61.46176254,2297.7046
2.105029913,55.67970958,2260.624767
2.275097277,55.76692426,2392.676408
2.208297517,61.09418383,2384.179176
2.275088386,69.34912808,2501.427597
2.370507948,55.88874159,2496.53316
1.914893978,56.8882964,2003.662905
2.237709683,64.43507354,2515.617516
2.008648994,60.6452049,2249.143193
2.274847315,60.54573091,2355.530545
2.717694357,47.21045102,2525.690522
1.953190182,56.14335675,2080.965218
2.03019553,49.39332474,2111.40646
2.114780319,54.75295264,2251.535894
2.075683586,55.18960541,2261.823407
2.118580185,47.28653992,2132.422606
2.083593049,57.19186986,2267.728149
2.414705881,63.6843222,2562.221602
2.012987514,52.38643359,2066.88301
2.342075884,54.8971472,2298.40842
2.152267368,52.78905848,2184.239973
2.280004565,62.20720827,2407.651574
2.359131297,58.38356606,2425.346848
2.158017102,55.38812486,2320.10946
2.336074187,60.38485622,2493.524016
2.03904827,57.03407583,2170.111976
2.056312376,61.00912913,2257.475721
2.549962994,56.33255888,2501.091265
2.544971113,60.35532264,2629.144318
2.397617891,52.57133959,2393.6995
2.647340685,62.9026545,2759.794164
2.223084266,52.600729,2303.949594
2.382675945,52.45534793,2488.765356
1.925090936,59.86557508,2138.845178
1.747024305,58.05627914,1991.212551
2.292148182,51.72476286,2291.2935
2.608824603,53.13936061,2536.891206
2.097135938,54.64775341,2270.299791
2.648733632,51.64355259,2626.603566
2.416879206,61.1986722,2568.983069
2.445709056,54.52668912,2477.600217
2.06889631,58.16528714,2238.115791
2.177616247,51.91413929,2217.463777
2.280081317,54.77217469,2328.660552
2.210951553,61.37856457,2382.124246
2.656899047,57.63198962,2683.591162
2.166261959,61.84313722,2292.435485
2.17722559,55.35685606,2269.050696
2.347453507,56.40898909,2436.035353
1.789873187,62.63646983,2012.319387
2.149252121,55.73141739,2280.042398
1.908838152,64.07911541,2244.844913
2.31568533,58.33219464,2397.910751
2.279557435,56.39436143,2457.089375
2.296955281,67.43056085,2593.225146
2.17792756,52.04833766,2175.357361
2.188355767,60.845993,2404.984701
2.434014523,56.51243838,2474.302139
2.480717306,64.67854601,2567.280465
2.334237516,60.87265779,2492.335968
2.056016697,47.91353901,2096.998302
2.289291258,60.03299313,2355.225478
2.09703388,58.16663777,2234.581817
2.384734134,57.73295368,2582.27948
2.403348148,51.95338945,2381.789544
2.165565035,62.62315891,2467.307182
2.05926956,59.01009038,2300.848035
2.46488364,56.58808128,2562.764485
2.186663214,55.27693605,2224.040699
2.04399899,51.35432872,2131.219474
1.971307623,53.13122237,2031.346274
2.131514623,50.96812444,2245.59405
1.942980688,57.04593254,2120.948889
2.436750441,61.18556452,2508.751044
1.99273054,65.10406704,2269.322372
1.990452219,52.51102279,2085.534307
2.38459603,57.74013178,2497.913238
2.327413919,56.9363765,2405.684511
2.816497184,45.03986697,2718.811585
2.134476489,68.01064417,2533.151582
2.171113726,61.92005319,2378.392345
2.018199743,56.92961587,2206.94618
1.936747824,52.96752441,2086.159182
2.59152853,57.28103007,2686.211789
1.740441475,55.09864486,1922.893274
1.868835087,60.54337734,2065.424594
2.528420416,52.39082811,2578.699184
2.643570716,54.62620358,2573.865933
2.009643674,57.00435706,2004.911218
2.201655964,62.44779038,2344.098981
2.180637971,46.29703432,2156.133786
